 ,Area
1,3.865
2,5.874
3,3.092
4,1.082
5,2.473
6,2.164
7,2.113
8,3.040
9,2.834
10,7.884
11,7.214
12,3.040
13,5.565
14,10.254
15,7.575
16,5.823
17,3.401
18,2.886
19,3.607
20,6.802
21,3.246
22,3.040
23,9.945
24,7.008
25,3.092
26,0.052
27,2.680
28,7.163
29,2.576
30,4.277
31,3.504
32,3.556
33,4.071
34,2.113
35,5.256
36,2.886
37,6.905
38,3.040
39,4.328
40,2.267
41,5.204
42,0.773
43,2.576
44,7.781
45,7.317
46,2.783
47,7.626
48,3.968
49,4.122
50,3.195
51,0.515
52,5.101
53,5.926
54,3.762
55,8.039
56,3.092
57,1.958
58,2.886
59,4.277
60,4.483
61,19.581
62,2.164
63,7.163
64,4.328
65,2.834
66,2.370
67,1.237
68,5.050
69,3.195
70,2.937
71,2.731
72,3.092
73,0.155
74,3.607
75,3.607
76,1.752
77,2.989
78,3.092
79,2.783
80,2.731
81,0.515
82,0.309
83,0.258
84,3.092
85,2.267
86,2.783
87,3.143
88,1.700
89,1.546
90,4.225
91,4.277
92,4.792
93,1.494
94,2.113
95,1.288
96,2.989
97,3.452
98,0.206
99,3.865
100,2.061
101,2.113
102,1.494
103,2.886
104,1.649
105,1.855
106,0.155
