 ,Area
1,3.246
2,4.071
3,2.628
4,3.968
5,2.783
6,3.659
7,6.596
8,2.937
9,3.762
10,3.195
11,4.174
12,3.195
13,2.937
14,7.059
15,2.937
16,3.916
17,4.844
18,3.556
19,20.560
20,4.792
21,5.565
22,4.535
23,2.680
24,4.638
25,3.504
26,3.504
27,3.401
28,3.092
29,2.989
30,2.576
31,4.328
32,4.638
33,4.174
34,3.452
35,3.246
36,10.048
37,2.628
38,2.525
39,3.040
40,3.040
41,0.618
42,2.628
43,2.319
44,2.319
45,3.813
46,4.638
47,3.092
48,2.628
49,4.895
50,2.267
51,2.731
52,5.720
53,5.411
54,6.596
55,3.865
56,3.607
57,2.937
58,4.380
59,4.483
60,3.298
61,2.422
62,1.804
63,2.010
64,2.731
65,14.737
66,3.556
67,1.443
68,3.143
69,4.328
70,5.359
71,1.958
72,1.288
73,1.288
74,2.680
75,2.113
76,1.288
77,2.370
78,0.824
79,1.907
80,2.886
81,1.649
82,1.546
83,2.783
84,3.092
85,0.361
86,2.010
87,3.607
88,1.700
89,0.928
90,2.783
91,0.103
92,1.288
93,4.328
94,1.443
95,3.298
96,1.443
97,1.958
98,3.143
99,2.680
100,1.237
101,1.340
102,1.031
103,2.216
104,1.494
105,1.700
106,10.821
107,8.811
108,7.163
109,1.958
110,5.823
111,2.370
112,2.525
113,1.700
114,1.546
115,1.288
116,8.348
117,1.597
118,0.618
