 ,Area
1,3.040
2,1.907
3,2.216
4,4.071
5,3.298
6,8.811
7,3.504
8,2.061
9,46.943
10,4.277
11,3.865
12,1.958
13,3.143
14,3.349
15,4.174
16,1.494
17,3.710
18,3.504
19,2.473
20,2.319
21,3.556
22,3.710
23,2.783
24,2.267
25,1.958
26,1.597
27,127.019
28,3.040
29,2.886
30,1.804
31,1.855
32,4.122
33,3.916
34,1.752
35,3.040
36,2.576
37,0.567
38,2.628
39,2.937
40,2.164
41,3.865
42,4.122
43,1.494
44,1.597
45,1.340
46,3.452
47,1.752
48,3.762
49,2.422
50,3.298
51,20.045
52,2.113
53,72.089
54,2.370
55,3.762
56,2.370
57,2.731
58,2.834
59,4.638
60,2.937
61,3.401
62,3.556
63,5.926
64,4.638
65,2.989
66,3.298
67,2.473
68,2.267
69,6.287
70,3.092
71,0.052
72,1.855
73,3.040
74,10.770
75,2.783
76,3.813
77,1.391
78,3.556
79,1.907
80,1.752
81,2.113
82,2.113
83,2.783
84,2.576
85,0.155
86,2.473
87,1.443
88,1.649
89,4.431
90,17.365
91,1.031
92,2.576
93,1.031
94,3.916
95,2.525
96,3.401
97,1.855
98,2.216
99,1.804
100,1.649
101,1.185
102,5.977
103,1.082
104,1.649
105,2.010
106,0.618
107,16.026
108,0.103
109,5.359
110,1.494
111,1.804
112,2.731
113,7.472
114,2.473
115,1.443
116,1.649
117,0.928
