 ,Area
1,0.258
2,3.813
3,2.680
4,1.494
5,11.233
6,3.143
7,0.464
8,0.979
9,2.010
10,4.174
11,3.762
12,3.865
13,2.164
14,6.132
15,64.927
16,3.143
17,2.886
18,4.998
19,3.813
20,4.019
21,3.195
22,3.452
23,4.947
24,2.834
25,4.483
26,2.525
27,4.844
28,5.153
29,3.040
30,2.267
31,3.607
32,4.998
33,2.731
34,2.783
35,4.844
36,3.143
37,1.443
38,3.813
39,3.762
40,6.287
41,4.277
42,3.040
43,5.668
44,2.989
45,1.907
46,5.462
47,4.638
48,2.216
49,7.678
50,1.494
51,4.019
52,2.422
53,2.216
54,5.926
55,0.824
56,7.832
57,2.937
58,3.246
59,3.092
60,3.195
61,2.319
62,3.040
63,3.968
64,11.233
65,0.670
66,2.267
67,3.916
68,2.783
69,2.473
70,3.298
71,4.071
72,2.783
73,3.092
74,2.783
75,9.121
76,1.804
77,2.267
78,1.391
79,4.483
80,2.061
81,2.989
82,8.863
83,1.082
84,2.783
85,4.122
86,2.731
87,51.529
88,0.670
89,2.628
90,5.050
91,2.319
92,6.029
93,5.256
94,9.636
95,3.143
96,3.556
97,2.164
98,3.504
99,4.535
100,2.937
101,2.319
102,2.216
103,2.628
104,2.989
105,3.710
106,10.512
107,2.113
108,14.686
109,3.040
110,3.865
111,0.876
112,3.968
113,3.556
114,2.267
115,3.659
116,3.452
117,2.576
118,2.422
119,4.071
120,2.576
121,1.546
122,3.143
123,2.113
124,4.792
125,3.916
126,3.968
127,2.628
128,3.865
129,2.576
130,1.185
131,2.267
132,2.010
133,3.401
134,1.649
135,1.597
136,2.061
137,7.626
138,2.576
139,1.031
140,2.216
141,8.760
142,2.216
143,2.010
144,0.876
145,3.504
146,4.174
147,28.908
148,4.483
149,2.937
150,7.729
151,6.493
152,1.907
153,4.174
154,3.710
155,2.216
156,5.926
157,4.225
158,2.834
159,2.783
160,2.576
161,2.731
162,3.195
163,1.288
164,2.680
165,5.411
166,4.380
167,2.783
168,2.989
169,1.494
170,1.443
171,2.937
172,2.834
173,2.628
174,3.143
175,4.277
176,5.411
177,10.151
178,2.731
179,3.401
180,17.314
181,2.319
182,3.040
183,3.092
184,3.349
185,1.237
186,1.031
187,3.916
188,2.989
189,3.556
190,2.886
191,1.391
192,3.195
193,7.678
194,5.514
195,1.958
196,3.659
197,9.224
198,2.937
199,2.216
200,2.525
201,5.204
202,14.892
203,3.659
204,3.092
205,0.464
206,4.174
207,2.886
208,11.336
209,1.907
210,2.473
211,4.277
212,7.111
213,3.143
214,9.069
215,3.040
216,3.762
217,2.113
218,2.473
219,3.246
220,2.731
221,9.275
222,3.195
223,2.834
224,6.183
225,18.757
226,1.288
227,14.274
228,0.876
229,2.422
230,3.813
231,4.741
232,4.998
233,21.900
234,3.349
235,3.659
236,4.174
237,3.298
238,3.349
239,2.113
240,5.720
241,3.349
242,3.607
243,2.680
244,3.865
245,2.525
246,3.092
247,8.554
248,2.164
249,3.401
250,3.195
251,2.061
252,3.143
253,3.865
254,4.277
255,2.680
256,12.418
257,4.947
258,3.298
259,2.937
260,3.298
261,3.556
262,2.989
263,3.710
264,2.267
265,3.916
266,11.749
267,3.607
268,0.567
269,7.111
270,7.729
271,1.855
272,3.195
273,3.813
274,9.842
275,3.607
276,2.370
277,7.832
278,4.535
279,2.834
280,3.659
281,3.298
282,1.288
283,0.824
284,7.059
285,7.420
286,2.628
287,4.947
288,0.567
289,2.525
290,8.605
291,6.441
292,2.422
293,0.206
294,2.319
295,8.811
296,12.985
297,4.535
298,4.225
299,7.987
300,6.493
301,2.216
302,6.235
303,3.968
304,1.804
305,2.267
306,3.143
307,5.617
308,3.401
309,4.019
310,2.937
311,3.452
312,2.164
313,0.103
314,9.997
315,5.204
316,2.989
317,3.504
318,0.979
319,2.113
320,2.010
321,6.183
322,2.319
323,3.659
324,8.657
325,3.710
326,2.319
327,11.336
328,0.824
329,0.618
330,3.813
331,6.802
332,4.071
333,4.895
334,18.087
335,3.504
336,5.204
337,3.401
338,2.937
339,7.266
340,4.844
341,3.813
342,4.947
343,9.894
344,2.061
345,3.710
346,2.989
347,3.659
348,19.529
349,1.855
350,2.422
351,4.998
352,49.932
353,2.113
354,1.237
355,9.069
356,2.989
357,0.155
358,3.298
359,5.977
360,3.040
361,6.235
362,3.556
363,4.535
364,2.113
365,3.349
366,1.958
367,2.473
368,3.556
369,4.638
370,2.113
371,3.710
372,2.422
373,6.338
374,1.340
375,2.783
376,3.916
377,4.535
378,3.401
379,0.155
380,1.958
381,7.059
382,1.288
383,3.762
384,0.567
385,5.359
386,3.452
