 ,Area
1,87.084
2,7.472
3,3.710
4,1.237
5,2.010
6,3.452
7,13.913
8,1.700
9,1.700
10,3.195
11,1.752
12,1.134
13,2.216
14,0.824
15,0.928
16,0.412
17,0.773
18,0.876
19,1.804
20,0.928
21,0.206
22,3.349
23,4.689
24,39.162
25,2.113
26,3.246
27,17.314
28,5.977
29,2.010
30,1.443
31,4.122
32,2.164
33,2.216
34,3.298
35,86.981
36,4.431
37,2.834
38,3.659
39,41.326
40,3.143
41,0.206
42,91.309
43,2.680
44,2.525
45,24.785
46,0.155
47,1.494
48,3.659
49,1.494
50,2.731
51,0.258
52,2.937
53,0.876
54,7.111
55,4.328
56,0.824
57,0.515
58,2.164
59,2.576
60,0.155
61,0.670
62,2.113
63,1.907
64,1.443
65,1.237
66,1.340
67,7.832
68,1.752
69,2.628
70,0.464
71,8.142
72,2.937
73,2.319
74,1.649
75,1.288
76,1.443
77,0.206
78,34.937
79,2.164
80,2.731
81,30.557
82,6.287
83,23.240
84,0.721
85,0.824
86,1.649
87,1.134
88,1.752
89,3.298
90,2.010
91,0.464
92,1.907
93,10.667
94,5.874
95,2.576
96,1.185
97,0.928
98,1.391
99,0.515
100,0.103
101,0.155
102,1.288
103,0.361
104,0.361
105,1.804
106,1.700
107,0.721
108,0.618
109,0.567
110,0.103
111,1.031
