 ,Area
1,7.266
2,1.804
3,10.357
4,1.804
5,0.567
6,3.298
7,15.819
8,2.267
9,11.336
10,0.824
11,19.478
12,0.928
13,2.473
14,0.824
15,2.989
16,0.361
17,1.494
18,8.863
19,6.544
20,1.752
21,0.309
22,0.206
23,17.468
24,2.989
25,16.180
26,0.464
27,0.721
28,6.493
29,4.586
30,2.370
31,3.092
32,0.206
33,0.618
34,14.686
35,2.267
36,3.246
37,0.515
38,1.237
39,1.546
40,0.567
41,48.540
42,3.813
43,0.103
44,0.309
45,1.649
46,3.710
47,1.237
48,1.804
49,1.031
50,4.792
51,1.546
52,12.882
53,0.412
54,1.134
55,0.155
56,0.412
57,5.307
58,0.567
59,2.061
60,8.245
61,7.214
62,1.185
63,3.040
64,4.741
65,6.390
66,0.670
67,0.258
68,7.420
69,0.103
70,2.061
71,3.092
72,0.361
73,2.628
74,2.989
75,3.349
76,8.142
77,1.185
78,5.771
79,0.876
80,0.515
81,1.804
82,1.700
83,4.277
84,0.876
85,1.031
86,0.928
87,2.628
88,0.103
89,0.155
90,2.989
91,0.979
92,0.155
93,2.061
94,0.258
95,1.907
96,1.134
97,9.018
98,0.258
99,10.048
100,7.884
101,0.721
102,1.752
103,0.309
104,5.256
105,0.258
106,1.700
107,4.998
108,0.361
109,0.928
110,4.792
111,0.773
112,1.649
113,2.937
114,2.886
115,0.876
116,0.412
117,2.783
118,0.515
119,1.546
120,0.361
121,1.597
122,0.361
123,0.206
124,0.824
125,7.884
126,0.206
127,2.267
128,1.031
129,0.515
130,1.700
131,2.989
132,0.773
133,0.515
134,1.804
135,0.103
136,0.928
137,0.103
138,1.134
139,4.431
140,2.834
141,0.721
142,0.258
143,0.258
144,0.258
145,1.649
146,1.597
147,1.752
148,0.670
149,1.391
150,1.443
151,4.947
152,0.103
153,1.082
154,2.164
155,4.844
156,1.185
157,0.155
158,0.928
159,1.185
160,2.422
161,1.546
162,0.258
163,1.494
164,0.876
165,2.525
166,4.380
167,2.061
168,5.462
169,2.576
170,5.874
171,1.597
172,59.671
173,0.721
174,12.573
175,6.596
176,1.185
177,0.309
178,3.246
179,2.731
180,1.185
181,2.422
182,3.349
183,1.340
184,1.907
185,18.396
186,1.134
187,4.947
188,0.412
189,1.134
190,29.835
191,5.514
192,1.082
193,1.134
194,1.855
195,5.050
196,4.586
197,0.515
198,0.361
199,3.092
200,2.164
201,3.762
202,0.721
203,1.443
204,7.832
205,4.638
206,2.525
207,2.113
208,25.558
209,1.237
210,0.155
211,2.061
212,2.061
213,0.824
214,2.113
215,2.628
216,1.237
217,0.361
218,8.142
219,102.903
220,1.649
221,1.031
222,0.773
223,4.225
224,0.103
225,16.902
226,1.907
227,0.206
228,2.370
229,7.626
230,1.185
231,1.288
232,4.947
233,0.412
234,1.752
235,2.834
236,0.258
237,0.103
238,1.700
239,0.773
240,2.422
241,0.515
242,2.422
243,0.103
244,7.369
245,6.956
246,1.340
247,0.258
248,1.185
249,23.240
250,7.575
251,2.628
252,0.155
253,1.700
254,7.781
255,0.258
256,0.155
257,3.401
258,0.103
259,0.309
260,2.834
261,4.689
262,0.515
263,0.618
264,2.319
265,1.391
266,1.082
267,9.224
268,0.412
269,6.905
270,1.340
271,26.280
272,0.155
273,4.638
274,3.556
275,0.928
276,1.907
277,5.565
278,3.556
279,4.844
280,1.494
281,59.207
282,6.493
283,0.670
284,1.391
285,0.206
286,0.928
287,0.824
288,0.361
289,14.943
290,0.928
291,0.155
292,0.206
293,0.155
294,0.721
295,1.649
296,6.802
297,1.700
298,2.010
299,0.670
300,1.031
301,2.937
302,12.676
303,9.687
304,1.237
305,8.502
306,13.964
307,1.237
308,2.216
309,0.928
310,2.164
311,36.740
312,10.770
313,0.876
314,1.340
315,2.680
316,19.272
317,5.153
318,3.401
319,1.082
320,0.721
321,1.907
322,19.993
323,7.626
324,2.370
325,8.296
326,1.288
327,0.412
328,1.134
329,9.791
330,1.082
331,5.050
332,0.361
333,4.947
334,6.750
335,0.103
336,28.959
337,1.082
338,3.504
339,0.773
340,0.773
341,77.654
342,1.494
343,3.349
344,0.103
345,14.840
346,1.031
347,0.567
348,2.989
349,0.103
350,0.258
351,0.412
352,0.928
353,0.515
354,28.238
355,6.596
356,3.040
357,0.670
358,1.494
359,2.061
360,2.680
361,5.204
362,2.061
363,2.422
364,1.700
365,3.865
366,2.473
367,3.659
368,1.031
369,1.340
370,78.994
371,0.155
372,3.195
373,1.391
374,1.340
375,1.031
376,0.721
377,16.644
378,1.340
379,1.752
380,3.607
381,3.916
382,7.059
383,17.932
384,0.618
385,2.886
386,16.386
387,0.876
388,15.974
389,0.824
390,5.771
391,0.103
392,3.659
393,19.993
394,4.998
395,0.979
396,24.940
397,10.151
398,0.206
399,0.309
400,1.237
401,1.597
402,2.370
403,1.185
404,245.793
405,0.876
406,3.556
407,6.544
408,1.752
409,58.640
410,3.865
411,5.668
412,1.031
413,1.546
414,9.224
415,0.206
416,1.546
417,2.164
418,5.565
419,1.546
420,7.935
421,2.937
422,1.958
423,1.804
424,0.773
425,4.122
426,2.989
427,0.876
428,44.882
429,2.010
430,4.844
431,62.968
432,5.874
433,7.111
434,2.937
435,2.731
436,2.267
437,4.071
438,0.618
439,0.464
440,0.721
441,5.101
442,1.185
443,1.804
444,1.907
445,1.031
446,32.360
447,1.855
448,1.855
449,2.216
450,36.946
451,0.258
452,6.853
453,66.163
454,0.103
455,10.512
456,6.132
457,4.122
458,2.267
459,0.928
460,1.907
461,4.586
462,631.076
463,12.058
464,1.649
465,17.262
