 ,Area
1,3.143
2,7.008
3,1.031
4,1.804
5,3.659
6,8.708
7,45.861
8,0.309
9,2.164
10,1.237
11,4.998
12,4.071
13,1.958
14,2.422
15,1.185
16,594.593
17,0.206
18,4.225
19,3.143
20,1.391
21,1.031
22,1.700
23,1.340
24,38.801
25,2.783
26,0.361
27,2.473
28,0.206
29,0.155
30,0.052
31,1.185
32,0.361
33,2.422
34,4.225
35,2.061
36,5.720
37,5.668
38,1.958
39,24.116
40,2.422
41,2.576
42,4.792
43,0.361
44,1.082
45,0.928
46,1.391
47,2.473
48,3.659
49,10.306
50,6.338
51,2.731
52,0.206
53,1.288
54,3.246
55,2.267
56,1.443
57,0.618
58,5.565
59,2.783
60,2.989
61,1.855
62,7.832
63,1.649
64,15.253
65,0.979
66,0.052
67,11.749
68,15.098
69,1.804
70,0.155
71,0.052
72,0.928
73,0.103
74,2.937
75,0.928
76,1.907
77,34.267
78,0.052
79,4.174
80,3.349
81,1.494
82,1.804
83,0.979
84,3.762
85,4.225
86,7.781
87,2.267
88,1.597
89,1.237
90,1.288
91,25.095
92,1.752
93,16.953
94,2.061
95,1.700
96,2.525
97,2.473
98,2.422
99,2.628
100,6.699
101,3.504
102,5.874
103,5.462
104,7.317
105,2.267
106,3.504
107,21.539
108,12.367
109,3.659
110,3.401
111,0.309
112,2.216
113,27.413
114,2.937
115,0.773
116,2.834
117,2.113
118,1.340
119,3.143
120,2.525
121,1.288
122,0.052
123,3.762
124,8.760
125,1.391
126,10.563
127,120.939
128,0.876
129,1.185
130,1.752
131,3.401
132,6.287
133,2.834
134,2.061
135,5.153
136,3.040
137,6.080
138,0.103
139,2.525
140,0.052
141,1.391
142,1.546
143,12.934
144,1.546
145,1.649
146,5.153
147,19.529
148,2.113
149,1.546
150,0.928
