 ,Area
1,0.206
2,3.040
3,2.886
4,2.164
5,3.092
6,2.010
7,4.741
8,2.061
9,4.638
10,4.586
11,15.510
12,2.989
13,2.370
14,3.504
15,3.246
16,2.422
17,2.731
18,2.422
19,3.092
20,8.348
21,1.752
22,2.061
23,3.195
24,2.783
25,3.246
26,2.628
27,9.687
28,2.834
29,1.958
30,3.092
31,0.052
32,11.439
33,4.431
34,0.824
35,2.783
36,2.061
37,4.174
38,2.989
39,3.401
40,1.958
41,6.338
42,4.844
43,2.576
44,2.834
45,3.504
46,2.319
47,4.380
48,2.061
49,2.576
50,1.237
51,2.628
52,16.953
53,2.834
54,4.328
55,2.680
56,2.937
57,2.010
58,2.164
59,2.267
60,3.143
61,0.052
62,6.699
63,3.813
64,11.697
65,5.050
66,5.771
67,1.649
68,7.059
69,7.626
70,27.877
71,3.762
72,0.052
73,7.008
74,14.480
75,10.460
76,4.122
77,4.380
78,2.834
79,3.040
80,7.059
81,4.225
82,3.298
83,0.670
84,5.514
85,3.092
86,4.071
87,3.143
88,6.287
89,4.174
90,3.195
91,13.398
92,2.989
93,0.155
94,2.680
95,2.783
96,3.092
97,2.525
98,4.431
99,5.462
100,3.813
101,3.607
102,8.554
103,2.834
104,1.958
105,5.307
106,3.092
107,2.731
108,3.349
109,2.886
110,2.937
111,0.979
112,2.937
113,12.161
114,2.010
115,3.916
116,2.113
117,2.937
118,3.452
119,1.804
120,1.082
121,5.050
122,2.525
123,22.982
124,2.370
125,2.680
126,6.338
127,1.752
128,2.061
129,5.771
130,2.267
131,4.328
132,2.937
133,1.546
134,3.298
135,3.556
136,7.575
137,25.146
138,3.916
139,3.504
140,7.987
141,7.729
142,1.752
143,5.204
144,2.834
145,2.628
146,3.504
147,0.928
148,2.628
149,1.134
150,2.525
151,2.422
152,9.894
153,2.164
154,1.907
155,4.122
156,1.700
157,1.031
158,0.361
159,1.649
160,11.336
161,1.855
162,2.628
163,5.874
164,14.222
165,1.185
166,2.061
167,1.134
168,0.309
169,7.987
170,2.989
171,0.155
172,6.338
173,2.886
174,2.989
175,7.420
176,2.628
177,6.441
178,2.267
179,1.597
180,2.473
181,1.597
182,0.618
183,6.390
184,13.037
185,1.082
186,0.464
187,3.762
188,1.391
189,0.876
190,1.907
191,5.823
192,3.607
193,10.460
194,1.752
195,3.040
196,1.134
197,2.525
198,1.340
199,2.783
200,3.813
201,1.237
