 ,Area
1,1.237
2,0.824
3,3.246
4,0.515
5,4.380
6,4.122
7,4.328
8,26.177
9,3.092
10,5.256
11,2.989
12,8.554
13,3.195
14,5.256
15,2.731
16,3.298
17,4.792
18,3.092
19,6.750
20,28.444
21,3.968
22,4.019
23,0.464
24,9.739
25,1.546
26,3.401
27,5.771
28,3.195
29,2.525
30,0.103
31,2.731
32,3.813
33,2.267
34,4.019
35,3.659
36,0.258
37,3.865
38,21.642
39,4.689
40,4.947
41,32.876
42,3.452
43,4.277
44,5.720
45,1.855
46,4.844
47,3.504
48,5.101
49,11.594
50,3.865
51,3.401
52,3.968
53,3.607
54,8.142
55,2.370
56,4.535
57,2.886
58,3.968
59,4.689
60,3.659
61,2.525
62,3.452
63,3.916
64,4.174
65,9.842
66,2.061
67,2.628
68,3.813
69,2.989
70,4.741
71,4.586
72,6.956
73,3.195
74,1.288
75,0.361
76,5.050
77,12.212
78,11.800
79,0.567
80,3.813
81,13.552
82,0.721
83,1.340
84,21.591
85,3.040
86,1.391
87,4.122
88,7.987
89,7.420
90,3.968
91,7.523
92,10.357
93,3.865
94,3.556
95,9.069
96,4.947
97,6.853
98,2.628
99,5.514
100,4.998
101,14.840
102,23.033
103,0.103
104,4.689
105,2.267
106,5.926
107,5.565
108,11.491
109,6.338
110,3.710
111,3.504
112,4.535
113,8.811
114,18.344
115,4.947
116,2.010
117,3.916
118,3.968
119,4.019
120,4.483
121,4.071
122,7.884
123,8.657
124,4.071
125,7.472
126,3.813
127,9.842
128,5.617
129,3.607
130,13.758
131,5.720
132,9.584
133,14.428
134,2.216
135,5.771
136,3.710
137,2.886
138,4.328
139,1.494
140,0.155
141,2.834
142,0.773
143,3.865
144,4.535
145,4.225
146,3.143
147,5.668
148,4.380
149,6.441
150,2.422
151,3.246
152,3.298
153,10.203
154,4.174
155,4.586
156,4.998
157,5.411
158,19.684
159,4.689
160,1.907
161,2.834
162,11.594
163,2.731
164,3.916
165,3.401
166,4.071
167,3.762
168,5.926
169,4.895
170,5.256
171,8.966
172,8.863
173,3.865
174,8.348
175,12.315
176,3.916
177,2.834
178,3.504
179,3.865
180,3.865
181,3.504
182,4.019
183,4.947
184,2.422
185,35.452
186,4.895
187,3.040
188,4.019
189,2.680
190,3.195
191,4.225
192,2.267
193,6.493
194,6.183
195,5.050
196,4.019
197,6.029
198,21.848
199,2.370
200,3.092
201,1.391
202,0.876
203,5.050
204,3.659
205,16.335
206,8.245
207,4.638
208,0.721
209,4.328
210,30.093
211,0.412
212,3.092
213,10.615
214,2.061
215,3.710
216,0.258
217,4.947
218,1.185
219,3.092
220,2.680
221,2.937
222,2.113
223,2.576
224,2.216
225,3.298
226,0.721
227,2.164
228,2.576
229,4.998
230,3.504
231,3.349
232,1.082
233,4.328
234,12.058
235,4.792
236,3.349
237,2.783
238,2.989
239,4.380
240,4.277
241,4.895
242,2.680
243,3.762
244,6.235
245,23.600
246,1.700
247,8.605
248,2.422
249,3.659
250,12.831
251,0.670
252,12.109
253,4.483
254,2.576
255,3.092
256,3.659
257,3.040
258,5.153
259,1.958
260,2.216
261,2.267
262,4.844
263,3.040
264,2.731
265,1.288
266,7.163
267,3.092
268,3.762
269,1.082
270,2.113
271,9.481
272,3.349
273,2.010
274,2.164
275,1.649
276,2.216
277,3.607
278,1.237
279,4.122
280,3.401
281,0.103
282,3.195
283,12.161
284,0.361
285,1.649
286,9.430
287,2.061
288,3.813
289,8.348
290,51.426
291,4.225
292,2.731
293,2.164
294,8.811
295,4.019
296,2.783
297,4.741
298,8.657
299,5.359
300,5.617
301,2.113
302,7.472
303,9.172
304,2.731
305,1.340
306,1.804
307,3.195
308,2.061
309,2.319
310,7.987
311,3.401
312,1.134
313,3.504
314,3.813
315,4.122
316,1.907
317,3.143
318,1.804
319,2.267
320,4.947
321,2.937
322,8.451
323,3.556
324,3.452
325,2.473
326,4.895
327,11.285
328,9.172
329,0.412
330,9.842
331,1.700
332,2.834
333,0.618
334,5.411
335,4.638
336,2.937
337,0.206
338,2.370
339,2.164
340,4.741
341,0.361
342,7.163
343,2.576
344,6.235
345,2.525
346,2.989
347,6.390
348,1.700
349,1.700
350,1.700
351,3.916
352,7.163
353,3.195
354,0.567
355,0.876
356,3.246
357,2.010
