 ,Area
1,1.288
2,3.710
3,1.237
4,0.206
5,1.804
6,1.752
7,0.567
8,1.752
9,10.770
10,1.134
11,1.443
12,2.525
13,10.409
14,1.958
15,0.824
16,5.565
17,6.235
18,17.674
19,0.721
20,8.811
21,2.216
22,3.865
23,7.987
24,3.607
25,1.185
26,3.607
27,1.700
28,12.109
29,11.439
30,5.771
31,3.246
32,0.618
33,2.010
34,0.721
35,1.494
36,2.370
37,10.821
38,2.010
39,148.507
40,0.928
41,2.010
42,0.103
43,3.452
44,0.412
45,0.309
46,0.464
47,341.380
48,5.462
49,0.618
50,0.103
51,1.546
52,0.412
53,0.773
54,2.628
55,55.136
56,2.164
57,3.298
58,3.916
59,2.731
60,0.103
61,0.103
62,5.307
63,9.791
64,1.134
65,2.370
66,5.359
67,1.082
68,0.670
69,826.834
70,0.155
71,1.031
72,6.235
73,1.134
74,1.443
75,3.865
76,14.686
77,6.441
78,6.699
79,0.876
80,3.040
81,3.040
82,0.103
83,0.103
84,1.958
85,0.258
86,4.071
87,0.258
88,21.024
89,0.258
90,2.731
91,0.103
92,0.464
93,3.401
94,2.164
95,0.206
96,0.979
97,2.576
98,0.155
99,1.907
100,0.670
101,9.894
102,0.206
103,6.493
104,1.804
105,0.670
106,1.082
107,4.019
108,0.515
109,4.174
110,0.773
111,4.122
112,1.700
113,212.403
114,1.597
115,8.708
116,3.246
117,1.958
118,16.077
119,2.422
120,2.680
121,1.494
122,1.288
123,0.618
124,1.391
125,0.309
126,0.258
127,2.680
128,4.638
129,0.258
130,0.361
131,0.464
132,2.422
133,1.700
134,0.464
135,1.288
136,7.317
137,0.979
138,1.958
139,0.103
140,2.164
141,1.649
142,1.597
143,1.082
144,1.340
145,5.359
146,4.071
147,0.773
148,1.340
149,1.804
150,28.547
151,6.750
152,0.824
153,3.143
154,23.497
155,0.721
156,0.412
157,0.928
158,2.422
159,0.979
160,0.206
161,10.512
162,1.494
163,3.040
164,4.225
165,4.277
166,3.968
167,0.567
168,0.979
169,2.216
170,3.246
171,0.155
172,0.618
173,1.134
