 ,Area
1,2.010
2,2.937
3,2.370
4,1.288
5,3.246
6,10.357
7,2.422
8,3.452
9,2.834
10,5.411
11,10.667
12,2.216
13,2.937
14,2.731
15,23.085
16,2.834
17,3.710
18,2.989
19,3.504
20,5.359
21,4.071
22,3.762
23,2.937
24,5.720
25,3.556
26,1.546
27,2.680
28,21.745
29,5.411
30,2.783
31,3.143
32,4.019
33,3.040
34,0.928
35,5.204
36,0.103
37,1.958
38,1.237
39,2.164
40,2.473
41,3.452
42,3.865
43,2.628
44,3.143
45,3.710
46,3.195
47,2.319
48,2.628
49,5.256
50,2.731
51,1.752
52,1.649
53,4.277
54,3.813
55,4.792
56,4.328
57,4.122
58,3.916
59,5.874
60,4.844
61,4.328
62,2.164
63,2.113
64,3.968
65,2.937
66,2.113
67,6.802
68,2.267
69,4.328
70,3.659
71,9.739
72,1.185
73,3.195
74,2.010
75,2.473
76,3.504
77,1.340
78,2.525
79,2.628
80,0.515
81,2.680
82,3.556
83,3.607
84,1.237
85,2.422
86,3.401
87,6.441
88,0.361
89,2.010
90,2.525
91,16.335
92,11.800
93,3.349
94,2.783
95,1.855
96,1.082
