 ,Area
1,2.834
2,2.216
3,1.031
4,2.576
5,7.575
6,2.680
7,3.092
8,1.804
9,0.515
10,3.556
11,0.103
12,1.443
13,0.567
14,2.525
15,3.452
16,3.762
17,4.844
18,2.680
19,0.464
20,4.122
21,0.773
22,0.670
23,1.546
24,3.452
25,2.113
26,2.473
27,1.288
28,1.391
29,0.464
30,1.443
31,3.762
32,1.443
33,1.958
34,2.216
35,3.143
36,1.855
37,9.327
38,2.680
39,6.853
40,2.267
41,0.928
42,3.298
43,1.597
44,1.855
45,3.659
46,0.361
47,4.535
48,0.979
49,3.504
50,6.544
51,2.370
52,2.834
53,3.607
54,2.216
55,0.412
56,2.731
57,4.277
58,3.762
59,2.628
60,3.659
61,3.813
62,3.298
63,9.018
64,1.907
65,1.700
66,1.391
67,0.876
68,2.164
69,0.103
70,0.773
71,1.082
72,0.979
73,6.441
74,0.721
75,1.185
76,2.010
77,2.010
78,1.443
79,0.773
80,3.298
81,3.813
82,2.319
83,1.804
84,0.155
85,1.494
86,2.473
87,1.597
88,0.670
89,2.061
90,4.431
91,4.483
92,1.804
93,2.680
94,4.689
95,1.907
96,5.359
97,1.804
98,1.391
99,5.256
100,2.010
101,5.823
102,0.618
103,4.071
104,1.855
105,5.153
106,2.937
107,4.638
108,0.928
109,1.494
110,2.731
111,2.886
112,1.391
113,0.876
114,1.907
115,1.494
116,0.824
117,3.865
118,1.958
119,2.164
120,2.834
121,0.824
122,1.752
123,5.359
124,0.876
125,2.473
126,2.319
127,0.876
128,0.721
129,1.288
130,0.515
131,12.109
132,3.092
133,3.195
134,3.195
135,1.804
136,2.834
137,0.824
138,3.040
139,1.907
140,1.752
141,1.391
142,0.670
143,1.082
144,1.804
145,0.567
146,2.061
147,0.618
148,1.855
149,0.721
150,1.237
151,3.195
152,0.103
153,1.597
154,2.113
155,1.031
156,2.576
157,0.206
158,2.886
159,1.237
160,1.907
161,2.783
162,0.515
163,0.103
164,2.886
165,1.494
166,0.361
167,2.319
168,0.824
169,1.855
170,0.618
171,1.804
172,1.185
173,1.134
174,2.010
175,0.567
176,2.267
177,0.103
178,1.443
179,1.546
180,1.546
181,0.721
182,1.649
183,0.155
184,0.618
185,2.937
186,0.103
187,0.567
188,0.876
