 ,Area
1,6.956
2,1.443
3,2.576
4,5.565
5,2.731
6,2.370
7,0.103
8,2.783
9,3.607
10,0.155
11,4.122
12,3.349
13,3.710
14,5.307
15,3.401
16,8.708
17,1.752
18,4.535
19,7.214
20,1.752
21,3.813
22,3.401
23,4.380
24,8.966
25,7.111
26,4.689
27,2.113
28,8.296
29,2.937
30,2.886
31,6.905
32,3.246
33,10.873
34,2.113
35,0.721
36,2.989
37,3.504
38,2.834
39,3.968
40,8.399
41,3.452
42,0.258
43,4.071
44,2.989
45,3.865
46,8.039
47,0.206
48,3.504
49,0.876
50,3.092
51,4.741
52,0.103
53,2.731
54,1.443
55,10.821
56,9.430
57,2.061
58,6.338
59,2.886
60,2.576
61,2.216
62,2.370
63,4.586
64,0.155
65,4.328
66,2.886
67,0.515
68,2.061
69,1.546
70,4.122
71,4.122
72,4.535
73,4.122
74,0.928
75,6.183
76,2.319
77,7.420
78,9.481
79,7.935
80,3.195
81,6.080
82,9.584
83,4.174
84,2.370
85,2.731
86,7.626
87,4.844
88,13.449
89,2.937
90,5.411
91,0.412
92,12.573
93,5.153
94,5.204
95,4.998
96,3.452
97,6.390
98,11.594
99,3.246
100,2.937
101,8.502
102,1.855
103,5.514
104,3.401
105,8.090
106,1.237
107,6.080
108,1.391
109,1.031
110,3.813
111,1.804
112,3.710
113,1.443
114,16.850
115,2.576
116,4.483
117,3.916
118,3.040
119,4.638
120,5.101
121,2.164
122,4.431
123,11.852
124,2.267
125,9.842
126,4.586
127,3.762
128,2.370
129,2.783
130,4.019
131,12.418
132,3.246
133,1.855
134,5.874
135,4.638
136,1.804
137,4.431
138,2.525
139,5.256
140,3.813
141,1.031
142,4.174
143,3.710
144,3.092
145,4.895
