 ,Area
1,4.844
2,6.390
3,3.556
4,8.142
5,6.699
6,3.092
7,6.132
8,0.155
9,2.731
10,2.783
11,2.937
12,3.607
13,1.958
14,3.349
15,2.937
16,4.998
17,4.638
18,1.700
19,2.680
20,4.947
21,5.565
22,7.626
23,18.963
24,5.101
25,4.019
26,4.071
27,7.317
28,4.741
29,7.266
30,9.069
31,5.256
32,0.361
33,3.143
34,10.100
35,4.019
36,4.535
37,1.649
38,0.155
39,11.594
40,2.473
41,4.895
42,0.309
43,6.596
44,0.567
45,14.634
46,7.420
47,2.113
48,3.607
49,9.481
50,18.138
51,11.749
52,4.380
53,1.804
54,4.122
55,0.361
56,13.346
57,2.319
58,3.143
59,6.183
60,5.565
61,6.750
62,2.216
63,11.697
64,2.937
65,0.155
66,0.258
67,2.731
68,2.473
69,1.649
70,6.647
71,9.636
72,12.109
73,2.010
74,1.546
75,1.804
