 ,Area
1,5.565
2,6.956
3,1.700
4,6.132
5,1.494
6,3.504
7,4.998
8,3.968
9,3.865
10,6.905
11,12.264
12,0.103
13,6.647
14,6.853
15,11.646
16,5.771
17,7.111
18,9.584
19,13.707
20,6.493
21,6.441
22,2.164
23,4.998
24,3.298
25,3.092
26,17.984
27,1.237
28,6.956
29,1.855
30,2.937
31,15.819
32,6.287
33,3.865
34,5.823
35,6.853
36,4.792
37,4.122
38,5.204
39,1.494
40,3.916
41,4.431
42,5.462
43,5.926
44,0.515
45,2.164
46,7.008
47,2.576
48,3.401
49,1.494
50,2.680
51,2.267
52,3.349
53,4.741
54,5.050
55,2.010
56,3.401
57,3.556
58,2.937
