 ,Area
1,2.370
2,2.886
3,9.791
4,3.556
5,4.689
6,12.831
7,3.401
8,5.153
9,1.907
10,2.680
11,6.956
12,8.657
13,7.678
14,3.813
15,3.040
16,12.161
17,1.958
18,3.504
19,5.565
20,3.040
21,4.638
22,2.834
23,11.491
24,4.895
25,2.783
26,9.018
27,19.272
28,3.349
29,2.937
30,4.998
31,11.594
32,10.203
33,3.349
34,3.143
35,3.195
36,3.143
37,3.504
38,3.968
39,9.481
40,5.668
41,4.328
42,2.216
43,4.071
44,3.504
45,11.439
46,3.710
47,4.225
48,5.565
49,2.319
50,12.367
51,4.122
52,3.092
53,3.349
54,2.422
55,5.153
56,4.328
57,4.380
58,2.783
59,4.792
60,6.750
61,0.052
62,10.821
63,4.431
64,4.741
65,5.977
66,3.349
67,3.916
68,4.431
69,4.483
70,4.174
71,3.762
72,27.310
73,20.405
74,4.689
75,4.586
76,7.884
77,2.525
78,6.596
79,4.947
80,8.708
81,31.381
82,4.431
83,4.792
84,4.431
85,9.636
86,5.359
87,10.460
88,1.700
89,2.576
90,2.680
91,4.998
92,5.101
93,4.431
94,4.535
95,3.607
96,2.937
97,4.122
98,1.649
99,4.225
100,7.472
101,2.370
102,4.277
103,7.523
104,5.359
105,6.956
106,3.195
107,3.659
108,5.204
109,2.525
110,1.134
111,0.464
112,2.113
113,8.451
114,2.680
115,3.298
116,3.504
117,2.319
118,3.349
119,3.452
120,3.195
121,3.452
122,4.122
123,1.958
124,4.998
125,7.059
126,3.865
127,1.443
128,2.061
129,1.700
130,3.246
131,5.462
132,3.916
133,2.680
134,0.052
135,17.211
136,3.040
137,2.216
138,4.535
139,3.659
140,3.659
141,2.628
142,4.328
143,3.195
144,2.370
145,20.869
146,4.019
147,2.731
148,18.911
149,0.206
150,14.686
151,5.256
152,2.164
153,3.349
154,3.710
155,9.533
156,2.319
157,3.813
158,3.452
159,3.349
160,115.116
161,7.575
162,0.155
163,10.460
164,4.071
165,3.916
166,14.067
167,5.617
168,22.209
169,4.122
170,2.216
171,5.050
172,25.816
173,2.937
174,5.101
175,2.680
176,6.750
177,3.092
178,3.040
179,4.174
180,3.813
181,28.341
182,5.617
183,16.850
184,5.565
185,16.850
186,3.195
187,7.781
188,3.659
189,27.877
190,3.401
191,10.048
192,3.865
193,2.989
194,3.246
195,10.976
196,2.164
197,4.380
198,2.576
199,6.699
200,10.976
201,3.349
202,2.937
203,3.143
204,3.143
205,2.886
206,4.689
207,5.668
208,6.338
209,2.937
210,35.349
211,2.319
212,10.976
213,5.462
214,2.989
215,0.928
216,3.607
217,115.013
218,3.968
219,10.667
220,4.328
221,2.525
222,14.943
223,2.731
224,9.327
225,5.668
226,3.246
227,4.019
228,4.741
229,0.052
230,13.604
231,25.455
232,0.052
233,5.462
234,1.700
235,3.092
236,0.412
237,2.216
238,3.813
239,2.473
240,7.678
241,7.163
242,4.019
243,2.473
244,9.378
245,4.019
246,6.235
247,3.504
248,2.731
249,2.628
250,3.040
251,5.668
252,7.369
253,43.078
254,3.607
255,5.411
256,1.597
257,3.710
258,5.462
259,4.019
260,2.680
261,8.966
262,2.937
263,0.155
264,0.052
265,3.195
266,0.876
267,3.349
268,0.773
269,2.010
270,7.317
271,2.267
272,6.905
273,4.586
274,1.237
275,1.700
276,1.804
277,3.040
278,3.607
279,2.783
280,2.319
281,1.700
282,1.340
283,1.237
284,2.370
285,5.050
286,1.134
287,4.586
288,2.680
289,4.638
290,2.216
291,1.804
292,1.443
293,1.855
294,2.989
295,3.659
296,6.132
297,3.659
298,2.267
299,2.370
300,0.361
301,7.935
302,1.546
303,1.546
304,6.544
305,1.082
306,1.391
307,3.813
308,1.855
309,2.834
310,2.525
311,3.246
312,2.010
313,2.216
314,2.164
315,4.947
316,7.729
317,3.401
318,3.813
319,1.907
320,0.773
