 ,Area
1,5.359
2,3.659
3,2.886
4,6.183
5,2.680
6,2.834
7,3.040
8,2.680
9,1.443
10,3.607
11,3.504
12,7.008
13,2.216
14,2.319
15,3.092
16,3.092
17,2.834
18,2.473
19,2.010
20,3.040
21,3.452
22,3.762
23,3.349
24,3.401
25,2.576
26,2.628
27,3.040
28,1.649
29,2.680
30,2.010
31,2.422
32,18.035
33,1.546
34,2.267
35,1.443
36,3.040
37,2.834
38,2.731
39,7.369
40,4.535
41,5.256
42,3.607
43,25.816
44,2.989
45,2.628
46,0.052
47,3.968
48,27.465
49,2.164
50,4.741
51,4.844
52,3.349
53,3.040
54,8.348
55,2.473
56,3.504
57,5.926
58,5.514
59,2.989
60,4.741
61,3.504
62,3.298
63,6.183
64,5.514
65,2.113
66,2.834
67,3.659
68,15.974
69,7.266
70,7.059
71,1.391
72,4.071
73,2.731
74,1.752
75,2.164
76,2.834
77,4.019
78,2.525
79,1.907
80,2.267
81,4.122
82,3.040
83,5.926
84,2.216
85,2.216
86,2.113
87,6.493
88,2.061
89,2.216
90,4.277
91,1.958
92,5.617
93,2.834
94,4.431
95,5.307
96,3.143
97,2.989
98,3.298
99,5.926
100,2.319
101,1.288
102,46.582
103,2.989
104,2.422
105,4.586
106,2.267
107,3.607
108,2.422
109,2.267
110,2.886
111,45.088
112,3.349
113,2.319
114,2.319
115,2.783
116,3.298
117,7.472
118,36.276
119,2.834
120,4.122
121,0.979
122,2.525
123,3.659
124,2.061
125,3.710
126,3.452
127,14.170
128,2.473
129,3.298
130,2.576
131,4.895
132,2.164
133,2.680
134,7.008
135,10.873
136,3.040
137,30.505
138,2.422
139,2.576
140,4.998
141,2.010
142,2.576
143,11.439
144,26.177
145,2.886
146,7.317
147,6.802
148,2.319
149,4.122
150,3.195
151,2.628
152,15.201
153,2.989
154,1.649
155,1.907
156,2.319
157,5.977
158,2.525
159,7.008
160,4.483
161,2.370
162,2.473
163,4.328
164,6.956
165,3.452
166,7.111
167,2.422
168,2.473
169,2.473
170,2.216
171,3.143
172,5.256
173,3.092
174,6.132
175,2.576
176,2.680
177,144.693
178,2.370
179,1.855
180,2.422
181,2.473
182,4.895
183,3.762
184,2.731
185,3.246
186,7.575
187,1.546
188,2.319
189,1.907
190,2.422
191,7.317
192,1.958
193,2.680
194,2.113
195,2.319
196,2.937
197,2.319
198,2.937
199,1.700
200,2.525
201,12.418
202,10.254
203,6.029
204,1.546
205,3.246
206,1.340
207,1.185
208,0.052
209,8.039
210,3.762
211,2.680
212,4.792
213,3.092
214,1.597
215,2.370
216,1.443
217,2.731
218,2.164
219,5.926
220,2.628
221,2.525
222,1.443
223,2.319
224,1.597
225,1.804
226,0.412
227,4.947
228,1.546
229,2.216
230,2.267
231,2.834
232,1.907
233,1.443
234,1.907
235,2.267
236,3.504
237,7.626
238,3.195
239,2.216
240,1.907
241,0.876
242,2.010
243,3.916
244,2.422
245,0.515
246,0.258
247,13.501
248,7.059
249,2.113
250,3.504
251,2.319
252,3.504
253,18.808
254,3.504
255,6.132
256,4.277
257,1.649
258,3.092
259,2.010
260,2.267
261,2.783
262,0.412
263,6.235
264,1.597
265,0.618
266,3.143
267,1.752
268,2.113
269,22.261
270,4.483
271,1.649
272,2.113
273,1.700
274,0.876
275,2.628
276,4.225
277,3.865
278,2.319
279,0.464
280,2.422
281,6.132
282,1.031
283,1.546
284,1.804
285,2.319
286,2.473
287,1.185
288,4.895
289,1.237
290,1.752
291,8.451
292,1.855
293,2.010
294,2.628
295,2.164
296,1.907
297,3.349
298,2.783
299,9.894
300,1.391
301,2.525
302,6.287
303,1.185
304,2.783
305,7.884
306,2.010
307,1.855
308,1.804
309,2.319
310,0.824
311,0.567
312,1.443
313,0.773
314,2.061
315,2.783
316,4.277
317,1.855
318,0.721
319,1.907
320,1.907
321,1.700
322,0.206
323,0.876
324,1.082
325,1.082
326,1.752
327,1.804
328,0.618
329,0.464
