 ,Area
1,1.031
2,1.700
3,0.412
4,2.834
5,3.452
6,3.246
7,4.741
8,1.494
9,2.267
10,12.006
11,2.680
12,2.937
13,4.277
14,2.886
15,2.989
16,2.731
17,2.989
18,1.185
19,2.731
20,3.452
21,2.319
22,15.510
23,7.317
24,7.163
25,4.225
26,16.232
27,5.977
28,3.195
29,2.267
30,60.444
31,2.680
32,2.731
33,3.710
34,8.142
35,3.195
36,14.274
37,2.164
38,15.716
39,0.103
40,2.680
41,5.359
42,2.061
43,4.483
44,7.369
45,4.380
46,3.504
47,4.277
48,13.604
49,7.266
50,2.010
51,3.298
52,14.274
53,4.431
54,4.174
55,4.328
56,2.422
57,2.886
58,4.947
59,8.811
60,20.045
61,163.141
62,2.576
63,3.246
64,2.886
65,8.245
66,1.855
67,3.401
68,2.216
69,0.052
70,14.840
71,9.018
72,4.122
73,2.989
74,4.174
75,7.111
76,4.122
77,2.473
78,7.575
79,2.731
80,3.452
81,2.473
82,1.752
83,4.225
84,2.164
85,2.370
86,2.525
87,4.122
88,2.731
89,2.628
90,2.783
91,5.462
92,8.399
93,9.172
94,0.052
95,7.214
96,2.164
97,1.237
98,3.813
99,2.731
100,3.092
101,3.762
102,2.061
103,3.349
104,5.204
105,4.277
106,3.762
107,3.246
108,1.185
109,2.628
110,7.781
111,2.783
112,2.886
113,0.052
114,3.092
115,3.298
116,2.680
117,6.596
118,2.628
119,6.029
120,1.700
121,1.340
122,6.183
123,2.061
124,2.473
125,2.937
126,0.824
127,7.317
128,5.411
129,2.834
130,1.907
131,5.565
132,9.842
133,2.267
134,2.576
135,4.586
136,2.164
137,4.483
138,0.979
139,4.689
140,0.773
141,8.296
142,4.535
143,2.010
144,0.258
145,3.813
146,16.489
147,2.010
148,2.731
149,1.443
150,1.700
151,2.937
152,3.813
153,4.844
154,3.556
155,2.525
156,2.010
157,3.246
158,1.855
159,3.195
160,2.319
161,2.113
162,6.750
163,0.464
164,4.122
165,2.473
166,2.628
167,1.958
168,2.834
169,2.319
170,2.319
