 ,Area
1,2.731
2,2.525
3,2.525
4,2.680
5,3.607
6,3.556
7,2.473
8,1.907
9,3.195
10,3.195
11,3.092
12,3.246
13,19.581
14,2.834
15,2.473
16,2.576
17,1.752
18,7.884
19,2.937
20,2.937
21,4.122
22,3.092
23,2.680
24,3.246
25,5.307
26,5.514
27,2.731
28,7.678
29,2.834
30,1.340
31,3.143
32,2.937
33,2.989
34,7.575
35,3.401
36,0.103
37,3.607
38,2.783
39,2.989
40,2.473
41,6.338
42,2.164
43,12.625
44,2.680
45,2.473
46,2.113
47,10.615
48,10.976
49,1.700
50,1.804
51,2.422
52,2.164
53,2.164
54,2.267
55,2.319
56,2.731
57,1.391
58,2.370
59,7.214
60,3.813
61,3.298
62,6.441
63,2.216
64,3.298
65,0.876
66,1.597
67,7.884
68,1.958
