 ,Area
1,23.446
2,15.253
3,1.752
4,0.721
5,2.473
6,2.628
7,4.380
8,4.071
9,3.246
10,2.422
11,2.989
12,2.937
13,4.689
14,2.525
15,2.886
16,3.916
17,4.277
18,1.546
19,3.092
20,1.546
21,6.390
22,2.576
23,2.216
24,2.628
25,2.680
26,8.193
27,2.628
28,2.680
29,2.576
30,4.174
31,3.349
32,2.525
33,2.576
34,12.676
35,2.628
36,3.916
37,2.886
38,2.576
39,4.225
40,2.886
41,2.783
42,2.267
43,4.174
44,2.989
45,3.813
46,3.143
47,2.937
48,3.762
49,3.143
50,2.473
51,22.467
52,11.439
53,2.989
54,2.113
55,2.319
56,2.525
57,1.237
58,3.349
59,2.731
60,8.245
61,3.452
62,3.143
63,3.762
64,2.422
65,6.390
66,3.246
67,5.926
68,6.544
69,2.164
70,7.317
71,2.628
72,3.040
73,2.783
74,3.246
75,2.834
76,2.886
77,2.267
78,12.367
79,3.556
80,4.122
81,2.525
82,2.267
83,2.525
84,1.494
85,2.680
86,2.576
87,2.113
88,4.122
89,2.113
90,6.647
91,2.937
92,1.958
93,4.019
94,1.391
95,2.680
96,9.378
97,7.678
98,0.258
99,2.525
100,2.525
101,2.834
102,2.937
103,2.319
104,1.546
105,2.216
106,6.905
107,2.422
108,3.452
109,1.752
110,2.010
111,2.370
112,2.267
113,2.216
114,2.010
115,2.319
116,7.111
117,2.216
118,4.277
119,1.907
120,1.546
121,2.370
122,2.370
123,0.618
124,3.298
125,2.319
126,2.113
127,11.079
128,3.195
129,2.422
130,2.319
131,2.113
132,1.443
133,1.494
134,0.979
135,0.928
136,1.958
137,1.391
138,2.834
139,2.370
140,1.649
141,2.216
142,1.494
143,1.597
144,2.783
145,6.080
146,1.958
147,3.040
148,1.237
149,2.731
150,1.494
151,2.164
152,0.515
153,3.298
154,1.237
155,6.802
156,1.288
157,17.726
158,2.370
159,1.340
160,1.649
161,1.237
162,0.876
163,0.979
164,1.804
