 ,Area
1,2.061
2,0.773
3,2.370
4,0.773
5,3.762
6,3.195
7,0.876
8,7.420
9,0.670
10,2.061
11,4.689
12,1.288
13,3.298
14,1.907
15,1.288
16,2.319
17,1.082
18,6.956
19,4.895
20,2.680
21,5.307
22,2.267
23,1.082
24,3.504
25,2.628
26,3.143
27,2.680
28,2.834
29,3.143
30,3.968
31,3.195
32,1.804
33,4.122
34,4.483
35,4.019
36,0.103
37,4.019
38,3.556
39,0.979
40,4.071
41,5.359
42,4.225
43,4.947
44,0.515
45,4.380
46,3.246
47,3.401
48,25.198
49,4.586
50,4.895
51,4.689
52,4.431
53,5.617
54,0.464
55,11.027
56,4.535
57,13.758
58,2.422
59,299.796
60,31.124
61,2.113
62,5.462
63,1.546
64,5.565
65,1.804
66,2.886
67,5.411
68,4.947
69,0.824
70,0.052
71,3.195
72,2.370
73,14.480
74,6.287
75,4.431
76,0.773
77,0.515
78,0.928
79,6.132
80,0.052
81,0.052
82,0.103
83,0.670
84,4.947
85,2.628
86,10.615
87,4.895
88,6.441
89,0.515
90,5.926
91,11.285
92,28.444
93,8.296
94,12.212
95,22.261
96,1.185
97,1.340
98,5.514
99,26.589
100,0.052
101,2.267
102,10.873
103,7.832
104,6.493
105,4.277
106,2.164
107,6.699
108,2.783
109,1.700
110,31.587
111,12.264
112,25.971
113,3.040
114,1.134
115,6.750
116,5.204
117,2.319
118,3.452
119,63.020
120,4.174
121,1.031
122,4.483
123,6.802
124,280.885
125,3.710
126,3.710
127,9.018
128,0.928
129,16.541
130,5.256
131,4.174
132,0.052
133,4.277
134,3.401
135,6.905
136,12.625
137,4.174
138,2.370
139,3.298
140,336.124
141,2.886
142,4.792
143,5.411
144,6.596
145,5.050
146,4.328
147,0.052
148,2.834
149,3.092
150,1.237
151,6.390
152,2.989
153,4.689
154,5.204
155,3.607
156,1.907
157,3.040
158,1.597
159,1.700
160,1.958
161,4.741
162,3.865
163,2.473
164,13.758
165,5.101
166,3.092
167,2.422
168,3.916
169,4.947
170,3.865
171,4.895
172,5.977
173,6.956
174,4.174
175,4.741
176,3.968
177,6.802
178,9.945
179,5.514
180,2.164
181,5.977
182,2.937
183,1.855
184,3.246
185,19.993
186,1.958
187,1.700
188,2.937
189,0.515
190,3.504
191,4.277
192,21.024
193,4.431
194,4.483
195,4.071
196,20.921
197,5.359
198,0.464
199,8.039
200,4.792
201,23.446
202,23.394
203,0.052
204,3.968
205,0.052
206,3.813
207,0.258
208,8.142
209,6.647
210,1.597
211,3.195
212,3.452
213,0.309
214,2.422
215,8.451
216,3.659
217,3.968
218,7.317
219,5.874
220,1.958
221,3.143
222,8.760
223,2.010
224,3.813
225,1.958
226,1.237
227,6.905
228,0.618
229,3.659
230,10.306
231,4.638
232,1.082
233,3.865
234,7.575
235,7.626
236,2.267
237,3.968
238,4.019
239,2.525
240,4.019
241,2.886
242,2.989
243,9.687
244,0.412
245,3.143
246,1.700
247,2.834
248,4.689
249,10.203
250,2.731
251,1.700
252,0.928
253,6.390
254,5.359
255,3.452
256,3.040
257,0.721
258,3.916
259,1.958
260,0.052
261,2.525
262,9.842
263,0.876
264,1.597
265,1.752
266,2.267
267,1.082
268,2.731
269,0.258
270,68.173
271,1.907
272,1.958
273,2.267
274,0.567
275,3.968
276,0.670
277,1.804
278,0.103
279,0.206
280,2.937
281,5.411
282,1.288
283,0.103
284,2.628
285,0.515
286,1.288
287,1.752
288,0.670
289,1.288
290,0.103
291,1.237
292,2.010
293,0.206
