 ,Area
1,2.267
2,4.998
3,1.752
4,2.989
5,5.977
6,3.195
7,2.680
8,2.216
9,3.143
10,2.680
11,9.894
12,3.143
13,19.581
14,5.926
15,3.040
16,2.010
17,3.916
18,1.340
19,7.369
20,1.958
21,4.277
22,2.319
23,2.422
24,2.473
25,2.731
26,1.649
27,3.092
28,3.710
29,2.783
30,11.233
31,3.968
32,3.659
33,2.473
34,1.700
35,5.668
36,2.216
37,2.628
38,2.473
39,2.834
40,2.989
41,1.340
42,1.958
43,2.937
44,2.061
45,3.710
46,2.989
47,1.443
48,2.989
49,2.628
50,3.092
51,2.886
52,3.710
53,3.813
54,3.452
55,2.216
56,17.159
57,2.061
58,3.659
59,2.628
60,3.092
61,3.195
62,3.607
63,1.804
64,2.525
65,3.452
66,2.525
67,2.061
68,2.886
69,0.618
70,3.092
71,2.886
72,2.010
73,2.216
74,2.937
75,1.804
76,2.989
77,5.565
78,3.143
79,6.750
80,2.319
81,8.554
82,2.164
83,3.504
84,1.752
85,2.628
86,2.680
87,2.783
88,1.031
89,2.834
90,1.907
91,1.185
92,2.216
93,2.680
94,2.370
95,1.597
96,6.287
97,1.649
98,2.680
99,2.164
100,3.349
101,0.773
102,2.010
103,1.237
104,1.855
105,0.670
106,1.391
107,4.792
108,2.422
109,1.804
110,2.319
111,1.134
112,1.082
113,0.412
114,2.319
115,2.576
116,2.319
117,2.010
118,6.493
119,1.082
120,5.874
121,7.523
122,1.752
123,1.649
124,2.061
125,0.670
126,1.031
127,2.576
128,1.752
129,1.340
130,1.391
131,1.237
132,2.731
133,1.855
134,6.802
135,2.164
136,0.979
137,1.082
138,1.340
139,5.668
140,2.370
141,1.855
142,1.907
143,1.907
144,1.082
145,1.031
146,1.907
147,1.031
148,0.464
