 ,Area
1,0.155
2,2.834
3,2.061
4,1.804
5,2.525
6,2.370
7,2.319
8,2.473
9,11.749
10,1.288
11,2.886
12,5.307
13,4.277
14,14.583
15,2.783
16,1.288
17,1.597
18,2.576
19,0.979
20,2.731
21,2.370
22,0.928
23,2.576
24,10.770
25,0.670
26,2.989
27,11.646
28,4.792
29,0.515
30,2.113
31,6.183
32,2.216
33,1.082
34,2.525
35,2.680
36,9.739
37,4.638
38,8.915
39,3.504
40,3.813
41,2.576
42,0.773
43,2.783
44,17.984
45,1.288
46,3.813
47,2.267
48,1.958
49,5.204
50,1.907
51,2.267
52,6.287
53,2.628
54,1.340
55,8.348
56,3.195
57,7.369
58,11.027
59,17.571
60,3.401
61,6.235
62,3.040
63,2.319
64,3.195
65,5.926
66,4.225
67,1.958
68,2.010
69,5.874
70,26.177
71,3.401
72,6.183
73,1.752
74,1.649
75,12.212
76,2.525
77,3.092
78,3.659
79,6.956
80,1.546
81,1.340
82,2.628
83,3.865
84,3.556
85,7.420
86,8.915
87,0.876
88,2.628
89,2.525
90,1.958
91,4.019
92,4.380
93,1.443
94,8.966
95,0.721
96,10.770
97,2.010
98,3.092
99,4.019
100,6.802
101,2.319
102,8.915
103,2.216
104,2.473
105,0.876
106,3.916
107,2.370
108,2.164
109,0.464
110,4.586
111,1.752
112,5.565
113,1.340
114,2.628
115,1.855
116,3.607
117,0.824
118,0.979
119,6.750
120,10.770
121,0.309
122,3.813
123,1.494
124,0.361
125,5.462
126,2.061
127,3.762
128,0.103
129,4.174
130,0.928
131,5.874
132,1.649
133,1.443
134,2.113
135,8.966
136,1.134
137,4.225
138,3.298
139,0.876
140,4.174
141,2.731
142,1.855
143,2.834
144,1.752
145,0.567
146,1.597
147,1.752
148,2.937
149,0.103
150,1.031
151,0.155
152,4.225
153,0.515
154,6.080
155,3.916
156,1.134
