 ,Area
1,4.071
2,3.865
3,1.597
4,3.401
5,7.523
6,1.855
7,7.987
8,1.288
9,3.556
10,3.092
11,4.122
12,4.947
13,4.689
14,3.865
15,5.720
16,3.401
17,4.174
18,6.647
19,4.019
20,2.989
21,6.905
22,2.216
23,2.216
24,7.935
25,3.607
26,5.977
27,13.191
28,3.865
29,1.597
30,3.813
31,5.153
32,3.143
33,5.514
34,9.378
35,7.059
36,8.760
37,3.452
38,3.916
39,0.464
40,1.288
41,3.504
42,13.810
43,3.195
44,6.596
45,3.452
46,1.082
47,5.204
48,1.494
49,1.804
50,9.018
51,11.130
52,1.185
53,2.113
54,2.731
55,2.937
56,9.018
57,0.206
58,5.256
59,1.443
