 ,Area
1,3.968
2,18.447
3,5.720
4,13.964
5,13.398
6,10.048
7,8.090
8,0.206
9,9.739
10,4.225
11,5.565
12,7.111
13,3.865
14,24.785
15,7.266
16,5.926
17,4.174
18,5.204
19,5.462
20,24.116
21,8.348
22,8.399
23,6.235
24,7.059
25,4.689
26,4.174
27,10.203
28,3.916
29,3.762
30,5.204
31,5.411
32,3.659
33,3.762
34,3.968
35,5.926
36,4.586
37,5.204
38,5.617
39,0.258
40,6.029
41,3.813
42,6.647
43,5.411
44,2.834
45,4.535
46,7.935
47,5.050
48,3.349
49,5.411
50,3.710
51,2.628
52,6.596
53,4.328
54,13.140
55,4.122
56,4.895
57,4.225
58,2.216
59,11.079
60,4.998
61,21.024
62,5.977
63,5.977
64,3.968
65,5.720
66,4.998
67,2.010
68,5.462
69,1.134
70,4.689
71,2.628
72,4.071
73,2.010
74,4.483
75,7.266
76,2.164
77,8.193
78,3.762
79,3.195
80,7.678
81,3.710
82,1.546
83,2.061
84,2.473
85,1.391
86,0.515
87,4.277
88,9.739
89,4.328
90,7.575
91,1.804
