 ,Area
1,20.045
2,20.045
3,6.647
4,1.031
5,3.092
6,7.266
7,17.365
8,2.731
9,5.565
10,6.596
11,13.088
12,6.905
13,0.258
14,0.052
15,4.019
16,3.143
17,5.050
18,4.174
19,8.193
20,6.287
21,1.597
22,8.348
23,5.101
24,6.853
25,21.436
26,0.052
27,28.599
28,6.080
29,4.998
30,10.151
31,3.762
32,4.328
33,5.101
34,4.638
35,10.512
36,3.195
37,4.380
38,5.411
39,4.586
40,2.422
41,0.721
42,6.080
43,1.752
44,8.605
45,4.844
46,5.256
47,11.182
48,0.309
49,2.164
50,4.741
51,12.625
52,0.052
53,7.781
54,3.659
55,7.781
56,2.267
57,6.544
58,3.607
59,5.204
60,5.307
61,2.422
62,7.987
63,3.504
64,16.695
65,3.607
66,2.010
67,7.781
68,0.824
69,9.533
70,5.771
71,3.246
72,4.741
73,2.216
74,2.370
75,10.512
76,4.071
77,5.256
78,1.958
79,5.101
80,4.895
81,2.216
82,26.331
83,1.907
84,2.680
85,0.721
86,1.855
87,7.523
88,5.771
89,1.649
90,4.019
91,4.844
92,0.052
93,4.895
94,6.183
95,1.546
96,4.998
97,2.010
98,4.895
99,2.061
100,4.174
101,9.739
102,10.718
103,0.052
104,3.195
105,3.040
106,2.319
107,3.659
108,2.422
109,1.391
