 ,Area
1,3.040
2,2.319
3,2.989
4,3.246
5,2.937
6,1.958
7,1.082
8,2.061
9,2.473
10,3.401
11,2.783
12,2.113
13,2.113
14,2.319
15,1.237
16,2.783
17,2.113
18,1.340
19,2.525
20,2.061
21,3.710
22,3.452
23,0.155
24,2.267
25,2.473
26,3.813
27,3.607
28,3.349
29,2.680
30,14.222
31,2.319
32,2.525
33,2.886
34,14.840
35,4.225
36,2.989
37,2.370
38,2.525
39,2.628
40,4.174
41,2.370
42,3.659
43,1.752
44,2.886
45,3.092
46,3.504
47,2.422
48,3.246
49,3.710
50,2.267
51,1.546
52,2.576
53,2.525
54,2.525
55,2.783
56,2.525
57,4.071
58,2.216
59,2.576
60,12.006
61,4.380
62,3.762
63,2.731
64,3.556
65,2.061
66,2.010
67,2.731
68,0.773
69,2.886
70,3.556
71,2.783
72,2.886
73,4.431
74,3.710
75,2.113
76,3.659
77,2.783
78,4.277
79,3.092
80,2.010
81,2.937
82,1.443
83,5.565
84,7.369
85,2.834
86,2.319
87,2.937
88,4.225
89,8.708
90,2.576
91,2.628
92,2.576
93,3.916
94,4.792
95,2.525
96,2.525
97,2.783
98,3.040
99,2.989
100,11.336
101,3.246
102,2.680
103,2.937
104,4.431
105,7.781
106,4.638
107,1.958
108,4.947
109,2.834
110,0.206
111,1.700
112,2.731
113,2.267
114,2.216
115,3.401
116,3.195
117,2.164
118,1.288
119,2.628
120,2.576
121,3.040
122,2.113
123,2.525
124,4.792
125,2.783
126,1.958
127,2.886
128,5.307
129,1.700
130,2.731
131,1.958
132,3.040
133,1.907
134,3.298
135,1.907
136,6.750
137,2.267
138,1.031
139,4.174
140,3.143
141,2.061
142,1.700
143,2.989
144,4.586
145,4.535
146,2.576
147,2.886
148,3.298
149,5.977
150,3.040
151,2.319
152,1.752
153,2.783
154,3.349
155,0.618
156,2.319
157,1.443
158,4.535
159,2.422
160,4.535
161,2.216
162,4.638
163,3.452
164,0.206
165,1.907
166,2.525
167,2.834
168,2.061
169,4.328
170,2.576
171,2.370
172,2.937
173,1.855
174,2.989
175,3.452
176,2.164
177,0.670
178,1.907
179,2.731
180,6.750
181,3.607
182,1.649
183,15.562
184,1.391
185,6.338
186,2.113
187,2.731
188,2.834
189,3.813
190,4.741
191,2.783
192,1.340
193,2.680
194,2.886
195,2.937
196,1.907
197,10.357
198,2.576
199,2.216
200,1.855
201,3.246
202,1.288
203,1.443
204,2.113
205,1.958
206,1.700
207,1.855
208,2.319
209,2.576
210,2.061
211,3.246
212,2.267
213,1.958
214,3.452
215,2.319
216,1.546
217,0.567
218,2.525
219,1.082
220,2.370
221,2.886
222,1.185
223,3.762
224,4.586
225,2.164
226,5.668
227,1.804
228,2.886
229,5.153
230,3.710
231,0.773
232,4.328
233,2.010
234,2.576
235,2.525
236,3.401
237,2.010
238,0.618
239,1.649
240,3.246
241,2.061
242,2.576
243,2.834
244,2.061
245,2.525
246,2.834
247,2.216
248,2.989
249,1.443
250,1.700
251,6.183
252,14.016
253,2.937
254,2.164
255,2.370
256,0.876
257,2.783
258,2.113
259,2.267
260,4.586
261,0.928
262,4.174
263,0.979
264,2.267
265,2.937
266,3.401
267,2.010
268,4.483
269,1.649
270,1.649
271,1.804
272,2.576
273,4.535
274,11.697
275,0.412
276,1.649
277,2.680
278,1.752
279,2.783
280,2.834
281,2.473
282,1.907
283,2.113
284,0.103
285,2.370
286,1.443
287,0.824
288,3.092
289,1.494
290,2.216
291,1.494
292,0.155
293,2.576
294,1.597
295,3.349
296,2.370
297,2.370
298,2.576
299,1.546
300,2.061
301,1.494
302,1.649
303,0.824
304,2.370
305,1.031
306,1.237
307,2.164
308,1.391
309,0.464
310,2.267
311,1.804
312,2.010
313,2.267
314,2.576
315,3.298
316,2.010
317,4.895
318,0.155
319,2.628
320,1.649
321,2.267
322,2.164
323,0.618
324,1.804
325,1.031
326,3.813
327,2.576
328,1.752
329,3.401
330,2.319
331,1.907
332,1.546
333,1.855
334,0.670
335,1.340
336,1.185
337,2.731
338,1.443
339,2.473
340,0.412
