 ,Area
1,3.298
2,3.556
3,1.700
4,7.987
5,3.143
6,2.267
7,0.258
8,5.101
9,12.934
10,5.153
11,2.628
12,7.472
13,3.504
14,0.155
15,3.556
16,3.813
17,1.804
18,4.431
19,8.605
20,1.546
21,4.225
22,0.721
23,1.288
24,2.937
25,3.813
26,2.628
27,3.659
28,6.493
29,4.586
30,9.172
31,5.720
32,4.328
33,0.309
34,3.298
35,3.401
36,3.092
37,1.391
38,1.391
39,2.113
40,3.968
41,0.567
42,5.204
43,1.804
44,5.771
45,3.452
46,0.876
47,2.164
48,3.659
49,1.340
50,3.865
51,8.090
52,2.731
53,0.618
54,6.390
55,5.050
56,6.647
57,0.361
58,2.061
59,6.493
60,3.659
61,5.720
62,3.710
63,2.164
64,2.216
65,0.052
66,2.319
67,2.525
68,1.907
69,2.216
70,3.607
71,3.865
72,4.638
73,2.680
74,0.309
75,6.390
76,0.052
77,2.731
78,10.254
79,8.657
80,0.206
81,0.052
82,0.206
83,8.708
84,0.979
85,1.134
86,5.204
87,3.504
88,3.762
89,0.567
90,11.542
91,2.783
92,2.989
93,1.391
94,8.296
95,9.842
96,7.729
97,3.762
98,3.195
99,4.689
100,0.052
101,2.216
