 ,Area
1,1.391
2,1.391
3,3.556
4,2.576
5,2.886
6,6.235
7,2.061
8,2.680
9,2.731
10,4.380
11,2.783
12,2.473
13,2.783
14,2.576
15,5.926
16,3.710
17,3.298
18,2.267
19,9.327
20,2.886
21,1.391
22,3.195
23,4.380
24,2.113
25,1.443
26,1.597
27,2.680
28,3.040
29,3.040
30,2.370
31,6.287
32,5.101
33,2.216
34,3.762
35,14.531
36,1.597
37,2.525
38,3.710
39,2.164
40,2.680
41,2.370
42,1.649
43,2.061
44,2.010
45,2.937
46,3.040
47,4.225
48,4.225
49,8.554
50,1.391
51,2.319
52,5.101
53,2.422
54,1.752
55,1.443
56,1.855
57,2.319
58,1.134
59,2.731
60,3.246
61,10.770
62,4.431
63,3.813
64,5.926
65,4.019
66,1.546
67,2.319
68,3.762
69,2.319
70,8.399
71,0.721
72,1.700
73,1.597
74,4.122
75,1.340
76,2.783
77,2.525
78,2.164
79,2.937
80,2.680
81,3.246
82,1.855
83,2.164
84,4.019
85,1.082
86,3.246
87,2.886
88,1.700
89,2.989
90,2.473
91,5.307
92,5.977
93,2.113
94,1.700
95,0.876
96,4.431
97,2.010
98,3.813
99,4.277
100,1.237
101,2.989
102,21.745
103,2.216
104,1.804
105,0.773
106,2.164
107,2.061
108,14.170
109,2.886
110,1.237
111,1.752
112,2.010
113,0.979
114,6.596
115,1.855
116,0.670
117,1.288
118,1.391
119,1.649
120,5.153
121,1.288
122,1.649
123,3.607
124,0.773
125,1.494
126,2.576
127,1.597
128,1.185
129,1.752
130,2.370
131,2.937
132,3.195
133,1.082
134,0.309
135,1.185
136,1.288
137,0.567
138,0.464
