 ,Area
1,1.237
2,1.340
3,0.052
4,1.185
5,1.443
6,1.134
7,0.618
8,0.773
9,1.958
10,0.515
11,1.340
12,1.597
13,3.659
14,0.206
15,1.855
16,0.361
17,2.731
18,0.567
19,1.958
20,0.206
21,2.628
22,1.958
23,1.237
24,1.700
25,2.628
26,0.206
27,1.804
28,0.155
29,2.267
30,1.752
31,2.319
32,0.412
33,0.567
34,0.412
35,0.309
36,0.258
37,1.752
38,0.052
39,0.103
40,2.473
41,0.979
42,1.958
43,0.824
44,0.103
45,2.525
46,0.567
47,0.567
48,0.052
49,2.525
50,2.010
51,2.010
52,3.298
53,1.494
54,1.288
55,1.907
56,0.773
57,2.628
58,0.567
59,0.567
60,0.412
61,2.010
62,0.309
63,0.979
64,1.855
65,2.319
66,4.431
67,0.412
68,1.494
69,1.340
70,1.237
71,1.546
72,1.288
73,1.082
74,0.670
75,1.855
76,0.515
77,3.762
78,1.134
79,0.670
80,5.050
81,3.504
82,2.886
83,0.824
84,2.267
85,1.494
86,2.010
87,0.155
88,1.443
89,2.886
90,0.052
91,0.928
92,1.907
93,1.958
94,1.804
95,0.052
96,1.237
97,1.185
98,0.361
99,7.987
100,0.052
101,0.824
102,1.340
103,0.052
104,1.649
105,0.361
106,2.319
107,1.082
108,0.721
109,4.741
110,1.288
111,0.876
112,0.515
113,0.103
114,0.206
115,2.061
116,1.443
117,1.443
118,0.979
119,0.206
120,1.855
121,2.473
122,0.309
123,1.907
124,0.052
125,0.103
126,0.670
127,1.752
128,1.649
129,11.491
130,2.061
131,0.876
132,0.721
133,2.370
134,0.979
135,2.834
136,0.103
137,2.576
138,0.670
139,0.052
140,1.185
141,1.752
142,0.309
143,1.597
144,1.700
145,0.361
146,1.391
147,3.659
148,6.235
149,1.752
150,1.700
151,0.773
152,1.340
153,0.567
154,0.258
155,0.824
156,0.515
157,0.052
158,1.340
159,4.638
160,1.855
161,1.031
162,1.443
163,0.155
164,0.567
165,0.103
166,0.155
167,4.277
168,0.052
169,0.876
170,3.659
171,4.019
172,1.134
173,0.258
174,2.422
175,2.628
176,0.876
177,0.979
178,2.010
179,1.443
180,0.052
181,0.052
182,2.319
183,0.876
184,6.596
185,0.721
186,0.824
187,0.773
188,3.092
189,1.546
190,3.504
191,0.052
192,3.246
193,2.164
194,0.103
195,0.361
196,0.928
197,1.597
198,1.134
199,1.391
200,9.791
201,1.752
202,1.907
203,0.206
204,0.258
205,6.441
206,2.216
207,1.700
208,4.019
209,2.370
210,0.979
211,1.443
212,0.824
213,8.605
214,3.349
215,3.349
216,1.237
217,1.752
218,1.597
219,1.340
220,1.855
221,4.741
222,2.267
223,1.700
224,0.103
225,1.031
226,0.361
227,0.876
228,0.103
229,2.267
230,2.061
231,2.216
232,2.783
233,0.361
234,2.113
235,2.113
236,0.361
237,3.092
238,1.752
239,1.855
240,1.391
241,0.618
242,0.928
243,6.029
