 ,Area
1,0.309
2,2.886
3,1.494
4,2.834
5,2.061
6,1.855
7,2.680
8,2.525
9,1.855
10,1.804
11,2.422
12,1.907
13,3.092
14,2.473
15,2.473
16,2.473
17,2.164
18,2.319
19,2.422
20,3.195
21,2.216
22,4.380
23,3.143
24,6.441
25,2.164
26,3.040
27,7.214
28,2.834
29,2.731
30,2.113
31,2.216
32,2.886
33,1.855
34,2.680
35,3.040
36,3.040
37,3.556
38,1.185
39,2.834
40,4.122
41,5.823
42,3.916
43,5.977
44,3.040
45,3.092
46,9.224
47,5.204
48,2.680
49,3.092
50,3.092
51,3.246
52,7.059
53,2.886
54,3.246
55,11.955
56,8.554
57,2.834
58,3.659
59,3.607
60,3.092
61,3.710
62,1.804
63,3.246
64,3.298
65,3.349
66,2.680
67,3.040
68,2.319
69,2.731
70,2.886
71,3.298
72,1.494
73,2.937
74,1.804
75,6.080
76,20.921
77,4.895
78,3.659
79,3.195
80,2.576
81,2.576
82,2.525
83,3.349
84,2.370
85,4.535
86,3.762
87,2.525
88,2.525
89,7.008
90,3.092
91,3.298
92,2.834
93,3.710
94,6.287
95,3.452
96,2.886
97,2.989
98,3.195
99,3.452
100,4.328
101,0.515
102,5.256
103,3.710
104,2.834
105,4.741
106,2.473
107,7.781
108,2.886
109,14.789
110,2.370
111,6.183
112,10.100
113,27.826
114,3.092
115,9.069
116,4.792
117,9.069
118,2.576
119,4.586
120,2.680
121,8.348
122,3.865
123,3.298
124,17.932
125,4.328
126,3.607
127,1.907
128,19.426
129,4.277
130,3.298
131,3.504
132,2.783
133,3.401
134,2.319
135,4.483
136,2.834
137,5.668
138,3.452
139,2.267
140,5.411
141,1.597
142,2.680
143,2.370
144,2.267
145,2.783
146,2.473
147,6.235
148,11.336
149,1.804
150,2.164
151,2.422
152,2.113
153,2.525
154,2.731
155,2.576
156,0.721
157,3.452
158,5.514
159,2.164
160,3.092
161,2.731
162,2.061
163,1.546
164,2.525
165,2.525
166,1.494
167,2.113
168,3.762
169,2.370
170,3.246
171,1.804
172,1.907
173,6.235
174,2.628
175,2.370
176,1.752
177,2.113
178,1.082
179,3.143
180,2.422
181,3.143
182,1.700
183,3.298
184,3.401
185,2.473
186,2.061
187,1.597
188,2.628
189,1.907
190,4.535
191,1.649
192,2.010
193,2.113
194,2.216
195,2.267
196,2.319
197,2.319
198,2.267
199,1.134
200,1.391
201,1.958
202,1.546
203,0.773
204,1.082
205,1.185
206,1.237
207,1.700
208,0.979
209,1.185
210,1.391
211,6.390
212,1.494
213,1.804
214,1.031
215,1.443
216,1.752
217,0.670
218,1.597
219,2.319
220,1.237
