 ,Area
1,1.134
2,0.052
3,1.340
4,0.052
5,430.216
6,5.050
7,3.246
8,0.515
9,0.361
10,2.628
11,0.206
12,0.206
13,0.052
14,3.195
15,18.241
16,3.246
17,3.143
18,3.659
19,3.246
20,3.659
21,6.596
22,4.844
23,3.040
24,12.418
25,3.556
26,0.052
27,0.052
28,1046.502
29,2.422
30,4.174
31,0.052
32,0.052
33,3.298
34,0.979
35,2.680
36,8.657
37,8.142
38,7.987
39,3.916
40,1.700
41,0.052
42,1.958
43,1.082
44,3.916
45,5.823
46,4.741
47,9.945
48,2.216
49,3.762
50,2.783
51,1.494
52,7.729
53,3.710
54,4.071
55,4.380
56,4.483
57,8.039
58,4.174
59,3.556
60,0.979
61,8.760
62,8.811
63,0.155
64,4.174
65,3.349
66,4.431
67,3.607
68,2.886
69,3.195
70,3.813
71,3.298
72,3.762
73,4.431
74,3.246
75,27.362
76,3.710
77,4.122
78,1.804
79,1.031
80,2.113
81,4.586
82,3.504
83,27.465
84,3.195
85,7.626
86,0.103
87,3.195
88,4.947
89,3.246
90,5.204
91,6.853
92,3.092
93,3.607
94,2.783
95,3.452
96,3.916
97,5.307
98,3.968
99,7.678
100,2.422
101,7.008
102,3.143
103,3.556
104,2.319
105,13.191
106,5.359
107,7.781
108,7.987
109,4.483
110,2.680
111,8.142
112,3.556
113,2.834
114,2.989
115,4.019
116,12.470
117,3.710
118,2.576
119,3.710
120,4.638
121,1.546
122,1.546
123,257.130
124,3.298
125,3.195
126,3.040
127,6.132
128,3.092
129,5.617
130,2.937
131,3.916
132,2.731
133,54.312
134,1.082
135,2.113
136,2.473
137,2.422
138,5.565
139,23.446
140,1.494
141,1.649
142,1.134
143,1.958
144,0.670
145,3.452
146,3.607
147,27.104
148,3.710
149,0.155
150,3.246
151,4.947
152,2.783
153,1.546
154,2.525
155,1.082
156,3.298
157,2.783
158,2.576
159,9.430
160,4.071
161,3.762
162,27.826
163,4.122
164,5.462
165,2.989
166,1.391
167,1.597
168,16.592
169,2.834
170,4.586
171,6.544
172,4.328
173,2.319
174,8.915
175,5.204
176,4.431
177,6.493
178,2.525
179,15.819
180,2.731
181,2.422
182,4.895
183,13.346
184,2.216
185,4.071
186,186.896
187,3.607
188,3.195
189,157.524
190,3.659
191,0.928
192,21.075
193,3.556
194,4.277
195,7.317
196,2.576
197,4.483
198,568.932
199,1.597
200,0.412
201,2.113
202,2.473
203,2.061
204,5.462
205,1.443
206,77.963
207,1.700
208,2.937
209,3.401
210,3.195
211,5.307
212,0.206
213,3.143
214,4.380
215,2.576
216,5.617
217,7.781
218,5.462
219,2.628
220,8.451
221,0.155
222,12.161
223,4.122
224,1.907
225,2.783
226,5.204
227,0.052
228,1.700
229,2.267
230,2.370
231,0.052
232,12.625
233,0.103
234,2.886
235,2.061
236,2.422
237,2.989
238,2.525
239,2.731
240,2.422
241,16.953
242,2.680
243,0.052
244,2.422
245,4.380
246,2.989
247,1.597
248,2.680
249,0.052
250,0.103
251,3.968
252,20.560
253,3.092
254,4.792
255,4.431
256,0.103
257,3.298
258,37.359
259,3.143
260,0.773
261,4.998
262,1.855
263,0.721
264,12.264
265,14.428
266,2.319
267,1.649
268,6.905
269,0.103
270,2.680
271,11.233
272,2.473
273,16.077
274,2.422
275,2.267
276,185.041
277,3.092
278,1.855
279,17.211
280,0.928
281,4.792
282,1.649
283,0.155
284,0.103
285,2.319
286,4.071
287,2.886
288,1.907
289,2.576
290,20.096
291,3.092
292,62.196
293,8.245
294,2.010
295,0.258
296,0.103
297,2.937
298,101.306
299,1.958
300,2.319
301,1.752
302,2.680
303,2.010
304,2.989
305,3.607
306,3.349
307,2.525
308,2.473
309,0.721
310,5.101
311,3.556
312,9.636
313,3.865
314,4.122
315,4.174
316,4.483
317,0.567
318,2.937
319,1.288
320,58.434
321,44.160
322,1.597
323,1.546
324,2.525
325,2.113
326,4.792
327,0.103
328,0.155
329,4.431
330,1.288
331,34.731
332,1.185
333,5.050
334,0.721
335,2.783
336,1.031
337,10.770
338,3.504
339,50.447
340,163.295
341,3.710
342,3.916
343,1.958
344,2.576
345,3.556
346,1.546
347,275.577
348,1.031
349,1.907
350,3.143
351,0.876
352,3.762
353,3.298
354,2.216
355,1.082
356,13.913
357,5.153
358,0.361
359,0.103
360,2.370
361,2.937
362,3.143
363,4.689
364,0.876
365,26.074
366,0.515
367,2.422
368,61.629
369,6.699
370,1.288
371,16.283
372,0.258
373,0.670
374,1.494
375,44.418
376,6.080
377,2.473
378,0.052
379,4.638
380,0.824
381,3.246
382,4.431
383,4.174
384,3.349
385,3.349
386,0.618
387,5.977
388,0.155
389,1.804
390,3.246
391,5.565
392,48.695
393,21.642
394,2.680
395,21.848
396,2.783
397,0.206
398,2.267
399,2.886
400,4.122
401,3.916
402,1156.981
403,0.567
404,0.155
405,0.979
406,2.576
407,0.052
408,3.298
409,24.373
410,7.523
411,0.052
412,40.811
413,2.370
414,2.731
415,2.783
416,3.865
417,1.546
418,1.082
419,2.370
420,0.052
421,3.143
422,2.834
423,3.092
424,2.989
425,7.008
426,3.659
427,3.916
428,2.422
429,0.309
430,3.092
431,0.052
432,3.040
433,2.473
434,1.082
435,0.155
436,66.112
437,4.174
438,3.556
439,6.905
440,2.731
441,0.412
442,1.237
443,5.720
444,1.700
445,3.607
446,2.989
447,1.340
448,3.143
449,1.288
450,2.680
451,1.958
452,2.010
453,2.834
454,0.773
455,5.668
456,7.420
457,3.710
458,5.926
459,0.928
460,0.052
461,4.225
462,1.237
463,0.103
464,3.092
465,15.922
466,2.113
467,7.935
468,2.473
469,0.361
470,2.525
471,2.628
472,3.298
473,0.052
474,1.494
475,0.361
476,0.052
477,7.523
478,32.206
479,1.185
480,2.267
481,4.071
482,0.052
483,3.298
484,0.052
485,5.720
486,3.556
487,189.472
488,19.066
489,0.155
490,4.431
491,0.052
492,2.886
493,3.246
494,10.924
495,0.103
496,117.332
497,0.052
498,76.418
499,4.380
500,3.762
501,11.130
502,3.298
503,0.515
504,1.597
505,0.515
506,2.113
507,0.052
508,0.052
509,0.103
510,1.546
511,7.884
512,1.752
513,1.546
514,3.143
515,5.823
516,0.052
517,2.783
518,23.291
519,0.052
520,2.834
521,1.288
522,1.855
523,2.886
524,2.113
525,0.567
526,3.813
527,7.884
528,29.835
529,2.010
530,4.792
531,2.680
532,3.452
533,9.224
534,12.625
535,3.452
536,3.607
537,4.071
538,3.040
539,4.895
540,3.401
541,2.525
542,3.349
543,0.052
544,2.834
545,1.804
546,131.863
547,3.401
548,2.010
549,3.092
550,51.890
551,1.031
552,1.082
553,0.052
554,6.596
555,2.680
556,0.052
557,9.997
558,1.494
559,0.052
560,0.052
561,9.430
562,3.246
563,103.625
564,25.610
565,6.441
566,5.153
567,6.338
568,136.243
569,4.277
570,68.276
571,29.526
572,2.680
573,0.052
574,1.855
575,0.155
576,2.576
577,1.700
578,2.061
579,3.916
580,4.328
581,3.452
582,25.816
583,5.359
584,2.937
585,0.979
586,1.546
587,1.391
588,1.237
589,3.659
590,3.865
591,2.937
592,3.916
593,0.103
594,2.473
595,1.804
596,3.813
597,3.143
598,2.010
599,2.937
600,4.122
601,12.367
602,2.010
603,1.855
604,1.288
605,1.031
606,2.113
607,1.700
608,1.907
609,22.364
610,3.298
611,1.494
612,6.596
613,1.649
614,1.546
615,1.649
616,1.494
617,3.504
618,1.804
619,1.288
620,1.237
621,1.804
622,1.597
623,1.597
624,3.298
625,0.773
626,1.185
627,0.773
628,0.876
