 ,Area
1,4.483
2,9.584
3,9.172
4,7.008
5,24.992
6,3.556
7,5.926
8,52.972
9,5.256
10,2.164
11,4.844
12,4.535
13,3.659
14,6.287
15,3.401
16,3.813
17,7.884
18,4.741
19,4.483
20,3.040
21,4.071
22,5.977
23,17.674
24,3.504
25,4.947
26,3.607
27,5.720
28,3.865
29,5.153
30,7.214
31,3.092
32,13.861
33,6.183
34,7.214
35,4.483
36,3.607
37,4.586
38,5.720
39,5.307
40,4.174
41,69.307
42,4.328
43,14.995
44,0.155
45,3.401
46,4.483
47,8.348
48,5.771
49,2.628
50,4.998
51,2.216
52,5.359
53,2.989
54,4.998
55,10.254
56,6.287
57,7.163
58,5.514
59,24.889
60,60.031
61,4.431
62,0.103
63,21.951
64,1.494
65,0.618
66,2.422
67,7.472
68,2.061
69,4.741
70,3.968
71,2.680
72,5.462
73,6.080
74,3.556
75,3.143
76,3.968
77,8.708
78,3.556
79,10.409
80,2.783
81,2.370
82,15.356
83,7.729
84,3.659
85,17.211
86,3.968
87,6.544
88,2.370
89,5.050
90,2.731
91,3.401
92,4.638
93,4.019
94,12.212
95,3.710
96,2.422
97,2.010
98,11.182
99,4.328
100,7.987
101,3.556
102,4.792
103,3.762
104,7.781
105,3.916
106,80.334
107,26.950
108,2.370
109,8.760
110,0.206
111,6.338
112,33.545
113,4.483
114,2.164
115,6.905
116,1.494
117,4.895
118,6.390
119,1.546
120,2.113
121,5.514
122,3.607
123,2.473
124,12.522
125,10.254
126,8.142
127,8.245
128,2.370
129,47.819
130,1.546
131,6.441
132,22.930
133,17.314
134,2.422
135,4.741
136,2.783
137,3.916
138,21.797
139,3.040
140,1.340
141,2.525
142,0.928
143,3.298
144,2.834
145,2.010
146,2.473
147,2.989
148,2.370
149,0.928
150,1.134
151,0.618
152,3.659
153,3.659
154,2.680
155,4.174
156,7.832
157,3.504
158,13.861
159,1.494
160,4.431
161,4.895
162,0.928
163,2.989
164,2.628
165,2.525
166,2.113
167,2.113
168,4.328
169,1.288
170,3.349
171,3.040
172,44.057
173,37.668
174,4.122
175,3.556
176,0.155
