 ,Area
1,0.155
2,1.958
3,3.092
4,1.958
5,3.401
6,6.956
7,12.882
8,39.574
9,2.473
10,5.617
11,5.411
12,8.760
13,7.523
14,2.783
15,2.680
16,2.319
17,2.628
18,7.832
19,2.680
20,2.370
21,2.886
22,3.401
23,2.576
24,3.813
25,6.956
26,3.143
27,4.689
28,3.556
29,2.937
30,3.556
31,11.749
32,4.122
33,8.245
34,7.163
35,4.844
36,2.113
37,3.659
38,2.886
39,4.638
40,2.525
41,5.359
42,1.340
43,2.319
44,12.315
45,4.174
46,3.195
47,1.340
48,2.473
49,11.955
50,1.907
51,2.113
52,2.783
53,4.071
54,3.092
55,1.958
56,9.224
57,3.504
58,1.700
59,7.884
60,3.040
61,3.813
62,3.298
63,5.359
64,3.401
65,3.556
66,2.473
67,2.422
68,1.804
69,3.298
70,2.216
71,2.370
72,2.422
73,1.649
74,2.319
75,1.752
76,2.370
77,1.185
78,2.422
79,0.052
80,1.237
81,0.052
82,2.473
83,4.277
84,2.370
85,2.525
86,9.018
87,3.607
88,2.731
89,2.680
90,1.907
91,2.164
92,3.040
93,2.267
94,2.886
95,1.752
96,2.113
97,6.029
98,1.804
99,1.391
100,2.370
101,2.216
102,2.370
103,13.346
104,1.288
105,6.183
106,6.802
107,14.428
108,1.752
109,0.515
110,1.907
111,2.680
112,4.277
113,2.267
114,2.834
115,3.040
116,2.989
117,2.061
118,0.670
119,1.546
120,0.052
121,0.206
122,1.391
123,3.762
124,2.113
125,1.288
126,1.700
127,1.546
128,1.907
129,1.546
130,1.958
131,2.010
132,0.928
133,0.721
134,1.185
135,1.907
136,0.464
137,1.185
138,1.237
139,1.546
140,1.855
141,1.082
142,1.752
143,1.649
144,1.082
145,2.628
146,2.783
147,1.494
148,1.443
149,2.422
150,1.185
151,8.502
152,2.010
153,0.928
154,4.586
155,1.907
156,0.824
157,13.655
158,4.792
159,0.464
