 ,Area
1,0.309
2,0.309
3,1.649
4,0.515
5,0.103
6,0.412
7,3.916
8,2.576
9,1.494
10,3.349
11,0.361
12,5.617
13,0.721
14,0.258
15,0.361
16,1306.312
17,48.180
18,1.494
19,0.103
20,1.958
21,0.206
22,1.804
23,0.412
24,0.464
25,0.206
26,15.150
27,133.924
28,0.876
29,0.721
30,0.155
31,3.968
32,2.834
33,0.773
34,174.786
35,1.185
36,2.783
37,1.649
38,2.113
39,0.773
40,12.315
41,1.804
42,4.792
43,42.975
44,1.700
45,2.370
46,2.010
47,2.267
48,1.237
49,16.386
50,1.031
51,10.873
52,0.103
53,2.989
54,0.103
55,0.103
56,1.237
57,0.206
58,0.618
59,1.340
60,2.525
61,0.464
62,77.603
63,0.103
64,0.155
65,4.122
66,3.195
67,11.749
68,6.029
69,7.935
70,5.617
71,2.731
72,0.206
73,0.773
74,0.412
75,1.082
76,16.541
77,0.773
78,1.649
79,25.404
80,2.010
81,1.391
82,5.874
83,0.361
84,0.155
85,1.031
86,0.618
87,3.143
88,0.103
89,0.103
90,0.618
91,3.246
92,0.670
93,1.546
